index,adult,belongs_to_collection,budget,original_language,original_title,overview,popularity,release_date,revenue,runtime,tagline,title,vote_average,vote_count,languages,day_of_week,month,season,year,has_homepage,genre,companies,countries
49,False,not available,6000000,en,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",16.302466,1995-07-19,23341568.0,106.0,Five Criminals. One Line Up. No Coincidence.,The Usual Suspects,8.1,3334.0,"['Español', 'English', 'Français', 'Magyar']",Wednesday,Jul,Q3,1995,YES,"['Drama', 'Crime', 'Thriller']","['Blue Parrot Productions', 'Bad Hat Harry Productions']",['United States of America']
50,False,not available,0,en,Guardian Angel,"Detective - turned - bodyguard Cynthia McKay (Cynthia Rothrock) is hired by a psychotic icy seductress, Nina Lindell (Lydie Denier), the same woman who killed Mckay's lover months earlier.  With vendetta in her heart McKay accompanies the flamboyantly playful womanizer through the glamourous world of the super-rich as his protector.  In a unique role reversal, it is the woman protecting the man from another woman, erupting into a deadly triangle of passion, suspense and action.",0.595949,1994-11-22,0.0,93.0,She's no angel of mercy.,Guardian Angel,6.3,3.0,[],Tuesday,Nov,Q4,1994,NO,"['Action', 'Thriller', 'Drama']",[],[]
51,False,not available,15000000,en,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.",15.899134,1995-09-13,6700000.0,95.0,not available,Mighty Aphrodite,6.7,145.0,['English'],Wednesday,Sep,Q3,1995,NO,"['Comedy', 'Romance']","['Miramax Films', 'Magnolia Pictures']",['United States of America']
52,False,not available,0,it,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.",1.361286,1994-01-01,0.0,116.0,not available,Lamerica,7.7,11.0,"['shqip', 'Italiano']",Saturday,Jan,Q1,1994,NO,"['Drama', 'Foreign']",[],"['Italy', 'France', 'Switzerland']"
53,False,not available,0,en,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.",5.982764,1995-09-29,0.0,100.0,The biggest kick of the year!,The Big Green,5.2,41.0,"['English', 'Deutsch']",Friday,Sep,Q3,1995,NO,"['Action', 'Adventure', 'Comedy', 'Family']","['Walt Disney Pictures', 'Caravan Pictures']",['United States of America']
54,False,not available,0,en,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",4.093443,1995-05-19,0.0,115.0,The toughest act to follow was their dreams.,Georgia,6.1,15.0,['English'],Friday,May,Q2,1995,NO,['Drama'],"['Miramax Films', 'CiBy 2000']","['France', 'United States of America']"
55,False,not available,0,en,Kids of the Round Table,"Set in modern times, Alex finds King Arthur's sword Excalibur and must prove himself worthy of it.",0.307075,1997-07-08,0.0,89.0,not available,Kids of the Round Table,3.0,1.0,['English'],Tuesday,Jul,Q3,1997,NO,[],"['Telefilm Canada', 'Melenny Productions']",[]
56,False,not available,0,en,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.",8.416802,1995-11-02,17519169.0,103.0,We'll do it every year..until we get it right,Home for the Holidays,6.3,39.0,"['English', 'Español']",Thursday,Nov,Q4,1995,NO,"['Comedy', 'Drama', 'Romance']","['Paramount Pictures', 'Egg Pictures', 'PolyGram Filmed Entertainment']",['United States of America']
57,False,not available,0,it,Il postino,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,10.168437,1994-09-22,0.0,108.0,not available,The Postman,7.6,181.0,"['Italiano', 'Español']",Thursday,Sep,Q3,1994,NO,"['Comedy', 'Drama', 'Romance']",[],"['Belgium', 'France', 'Italy']"
58,False,not available,0,fr,Le confessionnal,"The year is 1952, in Quebec City. Rachel (16), unmarried and pregnant, works in the church. Filled with shame, she unburdens her guilt to a young priest, under the confidentiality of the confessional. In the present year of 1989, Pierre Lamontagne has returned to Quebec to attend his father's funeral. He meets up with his adopted brother, Marc, who has begun questioning his identity and has embarked on a quest for his roots that would lead them to the Quebec of the 1950s. Past and present converge in a complex web of intrigue where the answer to the mystery lies.",0.120789,1995-09-29,0.0,100.0,not available,The Confessional,6.5,2.0,"['English', 'Français']",Friday,Sep,Q3,1995,NO,"['Thriller', 'Drama', 'Mystery']",[],['Canada']
59,False,not available,45000000,en,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,10.673296,1995-07-14,0.0,96.0,not available,The Indian in the Cupboard,5.9,136.0,['English'],Friday,Jul,Q3,1995,NO,"['Adventure', 'Family', 'Fantasy']","['Paramount Pictures', 'Columbia Pictures Corporation', 'The Kennedy/Marshall Company']",['United States of America']
60,False,not available,20000000,en,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.",4.733526,1996-01-12,0.0,101.0,What do you do when justice fails?,Eye for an Eye,5.8,65.0,"['English', 'Français', '한국어/조선말', 'Español']",Friday,Jan,Q1,1996,NO,"['Drama', 'Thriller']",['Paramount Pictures'],['United States of America']
61,False,not available,0,en,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.",7.137117,1995-12-29,106269971.0,137.0,"Of All the Lives He Changed, the One That Changed the Most Was His Own.",Mr. Holland's Opus,6.9,115.0,['English'],Friday,Dec,Q4,1995,NO,"['Music', 'Drama', 'Family']","['Hollywood Pictures', 'The Charlie Mopic Company', 'PolyGram Filmed Entertainment', 'Interscope Communications']",['United States of America']
62,False,not available,0,en,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",11.700115,1996-01-12,0.0,89.0,"Finally, the movie that proves that Justice isn't always Poetic, Jungle Fever isn't always pretty, and Higher Learning can be a waste of time.",Don't Be a Menace to South Central While Drinking Your Juice in the Hood,6.2,192.0,"['English', 'Español']",Friday,Jan,Q1,1996,NO,['Comedy'],"['Miramax Films', 'Island Pictures', 'Ivory Way Productions']",['United States of America']
63,False,not available,0,en,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.",2.174487,1996-01-12,0.0,96.0,"A new comedy about love, laughter, and larceny",Two If by Sea,4.5,14.0,['English'],Friday,Jan,Q1,1996,NO,"['Comedy', 'Romance']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
64,False,not available,15000000,en,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",6.387469,1996-01-12,0.0,88.0,Bud and Doyle are here to save the world. But who's gonna save the world from Bud and Doyle?,Bio-Dome,4.4,110.0,"['English', 'Pусский']",Friday,Jan,Q1,1996,NO,['Comedy'],"['Metro-Goldwyn-Mayer (MGM)', 'Motion Picture Corporation of America (MPCA)', '3 Arts Entertainment', 'Weasel Productions']",['United States of America']
65,False,The Lawnmower Man Collection,0,en,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.",2.49535,1996-01-12,2409225.0,92.0,"God made him simple. Science made him a god. Now, he wants revenge.",Lawnmower Man 2: Beyond Cyberspace,2.8,32.0,"['English', 'Magyar']",Friday,Jan,Q1,1996,NO,"['Action', 'Science Fiction']",['New Line Cinema'],['United States of America']
66,False,not available,0,en,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.",4.046208,1995-10-22,0.0,85.0,You're never too old to believe in a dream. Or too young to make one come true!,Two Bits,5.4,11.0,['English'],Sunday,Oct,Q4,1995,NO,"['Drama', 'Family']",['Miramax Films'],['United States of America']
67,False,not available,0,fr,Gazon maudit,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.",2.518051,1995-02-08,0.0,95.0,not available,French Twist,6.0,43.0,"['Français', 'Español']",Wednesday,Feb,Q1,1995,NO,"['Comedy', 'Romance']","['Renn Productions', 'Les Films Flam', 'TF1 Films Production', 'Canal+']",['France']
68,False,Friday Collection,3500000,en,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",14.56965,1995-04-26,28215918.0,91.0,A lot can go down between thursday and saturday...,Friday,7.0,513.0,['English'],Wednesday,Apr,Q2,1995,YES,['Comedy'],['New Line Cinema'],['United States of America']
69,False,From Dusk Till Dawn Collection,19000000,en,From Dusk Till Dawn,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",15.339153,1996-01-19,25836616.0,108.0,One night is all that stands between them and freedom. But it's going to be a hell of a night.,From Dusk Till Dawn,6.9,1644.0,"['English', 'Español']",Friday,Jan,Q1,1996,YES,"['Horror', 'Action', 'Thriller', 'Crime']","['A Band Apart', 'Dimension Films', 'Los Hooligans Productions', 'Miramax']",['United States of America']
70,False,not available,50000000,en,Fair Game,"Max Kirkpatrick is a cop who protects Kate McQuean, a civil law attorney, from a renegade KGB team out to terminate her",5.912223,1995-11-03,11534477.0,91.0,He's a cop on the edge. She's a woman with a dangerous secret. And now they're both...,Fair Game,4.1,54.0,"['English', 'Español']",Friday,Nov,Q4,1995,NO,"['Action', 'Thriller', 'Romance']","['Silver Pictures', 'Warner Bros.']",['United States of America']
71,False,not available,0,en,Kicking and Screaming,"After college graduation, Grover's girlfriend Jane tells him she's moving to Prague to study writing. Grover declines to accompany her, deciding instead to move in with several friends, all of whom can't quite work up the inertia to escape their university's pull. Nobody wants to make any big decisions that would radically alter his life, yet none of them wants to end up like Chet, the professional student who tends bar and is in his tenth year of university studies.",3.367276,1995-10-06,718490.0,96.0,Anxiety loves company.,Kicking and Screaming,7.0,36.0,['English'],Friday,Oct,Q4,1995,NO,"['Comedy', 'Drama', 'Romance']","['Castleberg Productions', 'Sandollar Productions']",['United States of America']
72,False,not available,0,fr,Les misérables,"In France during World War II, a poor and illiterate man, Henri Fortin (Jean-Paul Belmondo), is introduced to Victor Hugo's classic novel Les Misérables and begins to see parallels between the book and his own life.",1.479446,1995-03-22,0.0,175.0,"In a time of chaos, in a world of change, he was moved by a book he could not read to become a hero he never imagined.",Les Miserables,6.6,8.0,['Français'],Wednesday,Mar,Q1,1995,NO,"['Drama', 'History']","['Les Films 13', 'Canal+', 'TF1']",['France']
73,False,not available,0,en,Bed of Roses,"The seeds of love are planted when Lisa, a high-powered investment banker, receives flowers from a secret admirer. But when his fairy-tale fantasies clash with her workaholic ways, they soon find out that sometimes, it's harder than it seems for love to conquer all.",10.412194,1996-01-26,19030691.0,87.0,He gave her flowers. She gave him a chance.,Bed of Roses,5.1,27.0,['English'],Friday,Jan,Q1,1996,NO,"['Drama', 'Romance']","['New Line Cinema', 'Juno Pix']",['United States of America']
74,False,not available,15000000,en,Big Bully,"A writer returns to his hometown where he faces the childhood nemesis whose life he ultimately ruined, only the bully wants to relive their painful past by torturing him once again.",2.936443,1996-01-26,2042530.0,90.0,A comedy for the kid in all of us.,Big Bully,3.9,16.0,['English'],Friday,Jan,Q1,1996,NO,"['Comedy', 'Family']","['Warner Bros.', 'Morgan Creek Productions']",['United States of America']
75,False,Screamers Collection,20000000,en,Screamers,"(SIRIUS 6B, Year 2078) On a distant mining planet ravaged by a decade of war, scientists have created the perfect weapon: a blade-wielding, self-replicating race of killing devices known as Screamers designed for one purpose only -- to hunt down and destroy all enemy life forms.",12.758848,1995-09-08,5781885.0,108.0,The last scream you hear will be your own.,Screamers,6.1,154.0,['English'],Friday,Sep,Q3,1995,NO,"['Horror', 'Science Fiction']","['The Movie Network (TMN)', 'Allegro Films', 'Fuji Eight Company Ltd.', 'Fries Film Group', 'Super Ecran', 'Triumph Films']","['Canada', 'Japan', 'United States of America']"
76,False,not available,0,en,Nico Icon,"A look into the many lives of Christa Päffgen, otherwise known as Nico; from cutie German mädchen to the first of the supermodels, to glamorous diva of the Velvet Underground, to cult item, junkie and hag. Many faces for the same woman, whom, you realize, just couldn't bring herself to care enough to live.",0.133893,1995-02-18,0.0,70.0,not available,Nico Icon,7.3,3.0,"['Deutsch', 'English']",Saturday,Feb,Q1,1995,NO,['Documentary'],"['Zweites Deutsches Fernsehen (ZDF)', 'Ciak Filmproduktion', 'Bluehorse Films']","['Germany', 'United States of America']"
77,False,not available,0,en,The Crossing Guard,"After his daughter died in a hit and run, Freddy Gale has waited six years for John Booth, the man responsible, to be released from prison. On the day of release, Gale visits Booth and announces that he will kill him in one week. Booth uses his time to try and make peace with himself and his entourage, and even finds romance. Gale, whose life is spiraling down because of his obsession towards Booth, will bring himself on the very edge of sanity. At he end of the week, both men will find themselves on a collision course with each other.",5.756462,1995-11-15,0.0,111.0,"...some lives cross, others collide.",The Crossing Guard,6.1,74.0,['English'],Wednesday,Nov,Q4,1995,NO,"['Drama', 'Thriller']",['Miramax Films'],['United States of America']
78,False,not available,44000000,en,The Juror,"With his gangster boss on trial for murder, a mob thug known as ""the Teacher"" tells Annie Laird she must talk her fellow jurors into a not-guilty verdict, implying that he'll kill her son Oliver if she fails. She manages to do this, but, when it becomes clear that the mobsters might want to silence her for good, she sends Oliver abroad and tries to gather evidence of the plot against her, setting up a final showdown.",6.010579,1996-02-02,0.0,118.0,There is no defense.,The Juror,5.5,91.0,['English'],Friday,Feb,Q1,1996,NO,"['Drama', 'Thriller']",['Columbia Pictures Corporation'],['United States of America']
79,False,not available,0,fa,بادکنک سفید,Several people try to take advantage of a little girl's innocence to hustle money her mom gave to her to buy a goldfish with.,1.196256,1995-01-01,0.0,85.0,not available,The White Balloon,7.5,20.0,['فارسی'],Sunday,Jan,Q1,1995,NO,"['Family', 'Drama']","['I.R.I.B. Channel 2', 'Ferdos Films']",['Iran']
80,False,not available,8000000,en,Things to Do in Denver When You're Dead,A mafia film in Tarantino style with a star-studded cast. Jimmy’s “The Saint” gangster career has finally ended. Yet now he finds him self doing favors for a wise godfather known as “The Man with the Plan.”,4.486179,1995-12-01,529766.0,116.0,Protect. Love. Honor. Avenge.,Things to Do in Denver When You're Dead,6.7,87.0,['English'],Friday,Dec,Q4,1995,NO,"['Drama', 'Crime']",['Miramax Films'],['United States of America']
81,False,not available,900000,nl,Antonia,"After World War II, Antonia and her daughter, Danielle, go back to their Dutch hometown, where Antonia's late mother has bestowed a small farm upon her. There, Antonia settles down and joins a tightly-knit but unusual community. Those around her include quirky friend Crooked Finger, would-be suitor Bas and, eventually for Antonia, a granddaughter and great-granddaughter who help create a strong family of empowered women.",2.030174,1995-09-12,0.0,102.0,A motion picture that celebrates everything you love about life.,Antonia's Line,7.2,26.0,['Nederlands'],Tuesday,Sep,Q3,1995,NO,"['Drama', 'Comedy']","['Bergen Film', 'Bard Entertainments', 'NPS Televisie']","['Netherlands', 'United Kingdom', 'Belgium']"
82,False,not available,0,en,Once Upon a Time... When We Were Colored,"This film relates the story of a tightly connected Afro-American community informally called Colored Town where the inhabitants live and depend on each other in a world where racist oppression is everywhere, as told by a boy called Cliff who spent his childhood there. Despite this, we see the life of the community in all its joys and sorrows, of those that live there while others decide to leave for a better life north. For those remaining, things come to a serious situation when one prominent businessman is being muscled out by a white competitor using racist intimidation. In response, the community must make the decision of whether to submit meekly like they always have, or finally fight for their rights.",0.252287,1996-01-26,0.0,115.0,not available,Once Upon a Time... When We Were Colored,4.5,2.0,['English'],Friday,Jan,Q1,1996,NO,"['Romance', 'Drama']","['BET Pictures', 'United Image Entertainme']",['United States of America']
83,False,not available,0,en,Last Summer in the Hamptons,"Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market. Victoria Foyt plays a young Hollywood actress whose visit wreaks havoc on the stellar group of family and friends - led by matriarch Viveca Lindfors and made up of an extraordinary mix of prominent New York actors, directors, and playwrights. In the course of a very unusual weekend, comic as well as serious situations arise, and the family's secrets - of which there are many - begin to unravel.",0.531159,1995-11-22,0.0,108.0,not available,Last Summer in the Hamptons,0.0,0.0,[],Wednesday,Nov,Q4,1995,NO,[],[],[]
84,False,not available,0,en,Angels and Insects,"In Victorian England, wealthy patriarch Sir Harald Alabaster invites an impoverished biologist, William Adamson, into his home. There, William tries to continue his work, but is distracted by Alabaster's seductive daughter, Eugenia. William and Eugenia begin a torrid romance, but as the couple become closer, the young scientist begins to realize that dark, disturbing things are happening behind the closed doors of the Alabaster manor.",2.15166,1995-09-10,0.0,118.0,An elegant seduction. An erotic deception. A stunning revelation.,Angels and Insects,6.3,17.0,['English'],Sunday,Sep,Q3,1995,NO,"['Drama', 'Romance']","['Playhouse International Pictures', 'The Samuel Goldwyn Company']","['United Kingdom', 'United States of America']"
85,False,not available,38000000,en,White Squall,Teenage boys discover discipline and camaraderie on an ill-fated sailing voyage.,9.568604,1996-02-02,10300000.0,129.0,not available,White Squall,6.3,86.0,"['Dansk', 'English', 'Français', 'Deutsch']",Friday,Feb,Q1,1996,NO,"['Action', 'Drama']","['Hollywood Pictures', 'Largo Entertainment', 'Scott Free Productions']",['United States of America']
86,False,not available,16000000,en,Dunston Checks In,"Hotel manager Robert Grant is forced by his boss to postpone his family vacation when a hotel critic checks in. Trouble is, the critic is really a villainous jewel thief with an orangutan assistant named Dunston. When Dunston gets loose and tries to escape a life of crime -- aided by Robert's sons -- havoc, hijinks and lots of laughs abound!",4.814825,1996-01-12,0.0,88.0,He's about to turn a Five Star Hotel into a three ring circus.,Dunston Checks In,5.1,59.0,"['English', 'Français', 'Pусский']",Friday,Jan,Q1,1996,NO,"['Adventure', 'Comedy', 'Family']","['Twentieth Century Fox Film Corporation', 'Joe Wizan/Todd Black']",['United States of America']
87,False,not available,0,en,Black Sheep,"When dignified Albert Donnelly runs for Governor, his team moves to keep his slow-witted and klutzy younger brother, Mike, out of the eye of the media. To baby-sit Mike, the campaign assigns sarcastic Steve, who gets the experience of a lifetime when he tries to take Mike out of town during the election.",8.963037,1996-02-01,32.0,87.0,There's one in every family.,Black Sheep,6.0,124.0,['English'],Thursday,Feb,Q1,1996,NO,['Comedy'],['Paramount Pictures'],['United States of America']
88,False,not available,8169363,en,Nick of Time,"Gene Watson is a public accountant who arrives on a train at Union Station in Los Angeles, accompanied by his 6-year-old daughter Lynn. Because of his ordinary looks, he is approached by a pair of sinister people named Smith and Jones.",6.848591,1995-11-22,8175346.0,90.0,not available,Nick of Time,6.1,190.0,['English'],Wednesday,Nov,Q4,1995,NO,"['Crime', 'Drama', 'Thriller']",['Paramount Pictures'],['United States of America']
89,False,not available,0,en,The Journey of August King,"The Journey of August King is a multi-dimensional drama about a North Carolina farmer in 1815. August King, a widower, is on his way home as he does every year after selling his produce and purchasing the stock and goods he will need to survive the winter. On his journey, he comes upon a run-away slave, a young woman about 19 and August King must decide to violate the law and help this slave to freedom or else leave her to be hunted down and, ultimately, returned to her slave owner.",0.411424,1995-09-14,0.0,91.0,not available,The Journey of August King,6.7,3.0,['English'],Thursday,Sep,Q3,1995,NO,['Drama'],"['Miramax Films', 'Addis Wechsler Pictures']",['United States of America']
90,False,not available,47000000,en,Mary Reilly,"A housemaid falls in love with Dr. Jekyll and his darkly mysterious counterpart, Mr. Hyde.",12.866139,1996-02-23,12379402.0,104.0,The untold story of Jekyll and Hyde,Mary Reilly,5.7,77.0,['English'],Friday,Feb,Q1,1996,NO,"['Drama', 'Horror', 'Thriller', 'Romance']","['TriStar Pictures', 'NFH Productions']",['United States of America']
91,False,not available,14000000,en,Vampire in Brooklyn,"Maximillian, the lone survivor of a race of vampires, comes to Brooklyn in search of a way to live past the next full moon. His ticket to survival is Rita, a NYPD detective who doesn't know she's half vampire -- and Maximillian will do whatever's necessary to put her under his spell.",9.071127,1995-10-26,19800000.0,100.0,A comic tale of horror and seduction.,Vampire in Brooklyn,4.5,113.0,['English'],Thursday,Oct,Q4,1995,NO,"['Comedy', 'Horror', 'Romance']",['Paramount Pictures'],['United States of America']
92,False,not available,0,en,Beautiful Girls,"During a snowy winter in the small fictional town of Knight""s Ridge, Massachusetts, a group of lifelong buddies hang out, drink and struggle to connect with the women who affect their decisions, dreams and desires.",4.670562,1996-02-09,0.0,112.0,"Good times never seemed so good,",Beautiful Girls,6.6,103.0,['English'],Friday,Feb,Q1,1996,NO,"['Comedy', 'Drama', 'Romance']","['Miramax Films', 'Woods Entertainment']",['United States of America']
93,False,not available,50000000,en,Broken Arrow,"When rogue stealth-fighter pilot Vic Deakins deliberately drops off the radar while on maneuvers, the Air Force ends up with two stolen nuclear warheads -- and Deakins's co-pilot, Riley Hale, is the military's only hope for getting them back. Traversing the deserted canyons of Utah, Hale teams with park ranger Terry Carmichael to put Deakins back in his box.",14.957626,1996-02-09,150270147.0,108.0,Prepare to Go Ballistic.,Broken Arrow,5.7,459.0,['English'],Friday,Feb,Q1,1996,NO,"['Action', 'Adventure', 'Drama', 'Thriller']","['Twentieth Century Fox Film Corporation', 'WCG Entertainment Productions', 'Mark Gordon Productions']",['United States of America']
94,False,not available,0,en,A Midwinter's Tale,"Out of work actor Joe volunteers to help try and save his sister's local church for the community by putting on a Christmas production of Hamlet, somewhat against the advice of his agent Margaretta. As the cast he assembles are still available even at Christmas and are prepared to do it on a 'profit sharing' basis (that is, they may not get paid anything) he cannot expect - and does not get - the cream of the cream. But although they all bring their own problems and foibles along, something bigger starts to emerge in the perhaps aptly named village of Hope.",0.513391,1995-12-01,0.0,99.0,The drama. The passion. The intrigue... And the rehearsals haven't even started.,A Midwinter's Tale,7.5,6.0,['English'],Friday,Dec,Q4,1995,NO,['Comedy'],"['Castle Rock Entertainment', 'Midwinter Films']",['United Kingdom']
95,False,not available,3000000,fr,La Haine,"Aimlessly whiling away their days in the concrete environs of their dead-end suburbia, Vinz, Hubert, and Said -- a Jew, African, and an Arab -- give human faces to France's immigrant populations, their bristling resentment at their social marginalization slowly simmering until it reaches a climactic boiling point. La Haine means Hate.",12.108196,1995-05-31,0.0,98.0,Three Young Friends... One Last Chance.,La Haine,7.9,695.0,['Français'],Wednesday,May,Q2,1995,NO,['Drama'],"['Egg Pictures', 'PolyGram Filmed Entertainment', 'Canal+', 'Les Productions Lazennec', 'La Sept Cinéma', 'Kasso Inc. Productions', 'Studio Image', 'Cofinergie 6']",['France']
96,False,not available,0,en,Shopping,"A dark, hip, urban story of a barren and anonymous city where the underclass' sport of choice is ram-raiding. An exciting game in which stolen cars are driven through shop windows to aid large-scale looting before the police arrive. For Tommy, it's a business, but for Billy and Jo, it's a labour of love. As the competition between Tommy and Billy grows more fierce, the stakes become higher and the ""shopping"" trips increasingly risky.",2.657647,1994-12-06,0.0,105.0,No one leaves without paying...,Shopping,5.6,13.0,['English'],Tuesday,Dec,Q4,1994,NO,"['Action', 'Adventure', 'Drama', 'Science Fiction', 'Thriller']",['Channel Four Films'],['United Kingdom']
97,False,not available,0,en,Heidi Fleiss: Hollywood Madam,"A documentary crew from the BBC arrives in L.A. intent on interviewing Heidi Fleiss, a year after her arrest for running a brothel but before her trial. Several months elapse before the interview, so the crew searches for anyone who'll talk about the young woman. Two people have a lot to say to the camera: a retired madam named Alex for whom Fleiss once worked and Fleiss's one-time boyfriend, Ivan Nagy, who introduced her to Alex. Alex and Nagy don't like each other, so the crew shuttles between them with ""she said"" and ""he said."" When they finally interview Fleiss, they spend their time reciting what Alex and Nagy have had to say and asking her reaction.",0.638211,1995-12-27,0.0,106.0,   ,Heidi Fleiss: Hollywood Madam,6.8,4.0,['English'],Wednesday,Dec,Q4,1995,YES,['Documentary'],"['British Broadcasting Corporation (BBC)', 'Westdeutscher Rundfunk (WDR)', 'Canadian Broadcasting Corporation (CBC)', 'Cinemax Reel Life', 'InPictures', 'Lafayette Films']","['United Kingdom', 'Canada', 'United States of America', 'Germany']"
98,False,not available,0,en,City Hall,"The accidental shooting of a boy in New York leads to an investigation by the Deputy Mayor, and unexpectedly far-reaching consequences.",4.807223,1996-02-16,0.0,111.0,It started with a shootout on a rainswept street and ended in a scandal that shattered New York.,City Hall,6.0,67.0,['English'],Friday,Feb,Q1,1996,NO,"['Drama', 'Thriller']","['Columbia Pictures', 'Castle Rock Entertainment']",['United States of America']
